"I";"B";"C";"A";"E";"D";"H";"L";"J";"N";"M";"metric"
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
1;1;1;0;0;0;0;0;0;0;0;2,28
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;0;1;1;0;1;0;0;0;0;0;2,26
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
0;1;0;0;1;0;0;0;0;0;0;2,18
